HS 1988/92 Product Code,HS 1988/92 Product Description,SIC Product Code,SIC Product Description
852422,"Recorded magnetic tapes,of a width exceeding 4m",3652,"Phonograph records; pre-recorded magnetic tapes or wires master records, or metal matrices"
852423,"Recorded magnetic tapes, of a width exceeding 6",3652,"Phonograph records; pre-recorded magnetic tapes or wires master records, or metal matrices"
852490,Recorded media for sound or other similarly rec,3652,"Phonograph records; pre-recorded magnetic tapes or wires master records, or metal matrices"
852510,Transmission apparatus for radio-teleph radio-b,3663,"Radio, broadcast, and television communications equipment"
852520,"Transmission apparatus, for radioteleph incorpo",3661,"Telephone and telegraph apparatus, and parts, nspf"
852530,Television cameras,3663,"Radio, broadcast, and television communications equipment"
852610,Radar aparatus,3812,"Navigation, aeronautical, search, detection, guidance, and nautical systems, instruments, and equipments, nspf"
852691,Radio navigational aid apparatus,3812,"Navigation, aeronautical, search, detection, guidance, and nautical systems, instruments, and equipments, nspf"
852692,Radio remote control apparatus,3812,"Navigation, aeronautical, search, detection, guidance, and nautical systems, instruments, and equipments, nspf"
852711,Radio broad rece capable of op w/o an external,3651,"Radio and tv receiving sets, phonographs, record players record changers, turntables, and audio equipment, nspf"
852719,Radio broad rece capable of op w/o an external,3651,"Radio and tv receiving sets, phonographs, record players record changers, turntables, and audio equipment, nspf"
852721,Radio rece not capable of op w/o ext source of,3651,"Radio and tv receiving sets, phonographs, record players record changers, turntables, and audio equipment, nspf"
852729,Radio rece not capable of op w/o ext source of,3651,"Radio and tv receiving sets, phonographs, record players record changers, turntables, and audio equipment, nspf"
852731,Radio broad rece combined with sound record/rep,3651,"Radio and tv receiving sets, phonographs, record players record changers, turntables, and audio equipment, nspf"
852732,Radio broad rece not combi with sound recording,3651,"Radio and tv receiving sets, phonographs, record players record changers, turntables, and audio equipment, nspf"
852739,Radio-broadcast receivers nes,3651,"Radio and tv receiving sets, phonographs, record players record changers, turntables, and audio equipment, nspf"
852790,Radio reception apparatus nes,3651,"Radio and tv receiving sets, phonographs, record players record changers, turntables, and audio equipment, nspf"
852810,Television receivers including video monitors a,3651,"Radio and tv receiving sets, phonographs, record players record changers, turntables, and audio equipment, nspf"
852820,Television receivers an including video monitor,3651,"Radio and tv receiving sets, phonographs, record players record changers, turntables, and audio equipment, nspf"
852910,Aerials and aerial reflectors of all kinds; par,3663,"Radio, broadcast, and television communications equipment"
852990,Parts suitable for use solely or princ with the,3651,"Radio and tv receiving sets, phonographs, record players record changers, turntables, and audio equipment, nspf"
853010,"Electrical signalling,safety or traffic control",3669,"Other communications equipment, nspf, and parts, nspf"
853080,"Electrical signalling, safety or traffic contro",3669,"Other communications equipment, nspf, and parts, nspf"
853090,"Parts of electrical signalling, safety or traff",3669,"Other communications equipment, nspf, and parts, nspf"
853110,Burglar or fire alarms and similar apparatus,3669,"Other communications equipment, nspf, and parts, nspf"
853120,Indicator panels incorporating liquid crystal d,3679,"Electronic components, nspf"
853180,"Electric sound or visual signalling apparatus,",3663,"Radio, broadcast, and television communications equipment"
853190,Parts of electric sound or visual signalling ap,3669,"Other communications equipment, nspf, and parts, nspf"
853210,Fixed capacitors designed for use in 50/60 Hz c,3629,"Electrical industrial apparatus, and parts, nspf"
853221,"Electrical capacitors, fixed, tantalum, nes",3675,Electronic capacitors
853222,"Electrical capacitors, fixed, aluminium electro",3675,Electronic capacitors
853223,"Electrical capacitors, fixed, ceramic dielectri",3675,Electronic capacitors
853224,"Electrical capacitors, fixed, ceramic dielectri",3675,Electronic capacitors
853225,"Electrical capacitors, fixed, dielectric of pap",3675,Electronic capacitors
853229,"Electrical capacitors, fixed, nes",3675,Electronic capacitors
853230,"Electrical capacitors, variable or adjustable (",3675,Electronic capacitors
853290,Parts of electrical capacitors,3675,Electronic capacitors
853310,"Electrical resistors, fixed carbon, composition",3676,Resistors for electronic applications
853321,Electrical resistors fixed for a power handling,3676,Resistors for electronic applications
853329,"Electrical resistors, fixed, other than heating",3676,Resistors for electronic applications
853331,"Wirewound variable resistors, including rheosta",3676,Resistors for electronic applications
853339,"Wirewound variable resistors, including rheosta",3643,"Current-carrying wiring devices, nspf"
853340,"Variable resistors, including rheostats and pot",3625,"Relays and industrial controls, and parts, nspf"
853390,"Parts of electrical resistors, rheostats and po",3676,Resistors for electronic applications
853400,Printed circuits,3672,Printed circuit boards
853510,"Electrical fuses, for a voltage exceeding 1,000",3613,"Switchgear and switchboard apparatus, and parts, nspf"
853521,Automatic circuit breakers for a voltage exceed,3613,"Switchgear and switchboard apparatus, and parts, nspf"
853529,"Automatic circuit breakers, for a voltage excee",3613,"Switchgear and switchboard apparatus, and parts, nspf"
853530,"Isolating switches and make-and-break switches,",3643,"Current-carrying wiring devices, nspf"
853540,"Lightning arresters, voltage limiters and surge",3678,"Connectors, for electronic applications"
853590,Electrical app for switching or protec elec cir,3643,"Current-carrying wiring devices, nspf"
853610,"Electrical fuses, for a voltage not exceeding 1",3613,"Switchgear and switchboard apparatus, and parts, nspf"
853620,Automatic circuit breakers for a voltage not ex,3613,"Switchgear and switchboard apparatus, and parts, nspf"
853630,Electrical app for protecting electric circuits,3643,"Current-carrying wiring devices, nspf"
853641,Electrical relays for a voltage not exceeding 6,3625,"Relays and industrial controls, and parts, nspf"
853649,Electrical relays for a voltage exceed 60 V but,3625,"Relays and industrial controls, and parts, nspf"
853650,Electrical switches for a voltage not exceeding,3625,"Relays and industrial controls, and parts, nspf"
853661,"Electrical lamp-holders, for a voltage not exce",3643,"Current-carrying wiring devices, nspf"
853669,"Electrical plugs and sockets, for a voltage not",3678,"Connectors, for electronic applications"
853690,Electrical app for switching or protec elec cir,3613,"Switchgear and switchboard apparatus, and parts, nspf"
853710,"Boards, panels, including numerical control pan",3625,"Relays and industrial controls, and parts, nspf"
853720,"Boards, panels, including numerical control pan",3643,"Current-carrying wiring devices, nspf"
853810,"Boards,panels,etc for gds of heading 85.37, not",3643,"Current-carrying wiring devices, nspf"
853890,Parts for use with the apparatus of heading no.,3613,"Switchgear and switchboard apparatus, and parts, nspf"
853910,Sealed beam lamp units,3641,Electric lamps
853921,"Filament lamps, tungsten halogen",3641,Electric lamps
853922,"Filament lamps,of a power not exceed 200 W and",3641,Electric lamps
853929,"Filament lamps, excluding ultraviolet or infra-",3641,Electric lamps
853931,"Fluorescent lamps, hot cathode",3641,Electric lamps
853939,"Discharge lamps, other than ultra-violet lamps,",3641,Electric lamps
853940,Ultra-violet or infra-red lamps; arc lamps,3641,Electric lamps
853990,"Parts of electric filament or discharge lamps,U",3641,Electric lamps
854011,"Cathode-ray television picture tubes,including",3671,Electron tubes
854012,Cathode-ray TV picture tubes incl video monitor,3671,Electron tubes
854020,"Television camera tubes, image converter and ot",3671,Electron tubes
854030,"Cathode-ray tubes, nes",3671,Electron tubes
854041,Magnetron tubes,3671,Electron tubes
854042,Klystron tubes,3671,Electron tubes
854049,"Microwave tubes, nes",3671,Electron tubes
854081,Receiver or amplifier valves and tubes,3671,Electron tubes
854089,"Valve and tubes, nes",3671,Electron tubes
854091,Parts of cathode-ray tubes,3671,Electron tubes
854099,"Parts of valve and tubes, nes",3671,Electron tubes
854110,"Diodes, other than photosensitive or light emit",3674,"Semiconductors and related devices, and parts, nspf"
854121,"Transistors,oth than photosensitive,with a diss",3674,"Semiconductors and related devices, and parts, nspf"
854129,"Transistors, other than photosensitive transist",3674,"Semiconductors and related devices, and parts, nspf"
854130,"Thyristors, diacs and triacs, other than photos",3674,"Semiconductors and related devices, and parts, nspf"
854140,"Photosensitive semiconductor devices,photovolta",3674,"Semiconductors and related devices, and parts, nspf"
854150,"Semiconductor devices, nes",3674,"Semiconductors and related devices, and parts, nspf"
854160,Mounted piezo-electric crystals,3679,"Electronic components, nspf"
854190,Parts of mounted piezo-electric crystals and se,3674,"Semiconductors and related devices, and parts, nspf"
854211,"Monolithic integrated circuits, digital",3674,"Semiconductors and related devices, and parts, nspf"
854219,"Monolithic integrated circuits, nes",3674,"Semiconductors and related devices, and parts, nspf"
854220,Hybrid integrated circuits,3674,"Semiconductors and related devices, and parts, nspf"
854280,Electronic integrated circuits and microassembl,3679,"Electronic components, nspf"
854290,Parts of electronic integrated circuits and mic,3674,"Semiconductors and related devices, and parts, nspf"
854310,Particle accelerators,3699,"Electrical equipment and supplies, nspf, and parts, nspf"
854320,Signal generators,3825,Instruments for measuring and testing electricity and elect signals
854330,"Machines & apparatus for electroplating, electr",3569,"General industrial machinery and equipment, and parts, nspf"
854380,"Electrical machines and apparatus, having indiv",3641,Electric lamps
854390,Parts of electrical machines & apparatus having,3699,"Electrical equipment and supplies, nspf, and parts, nspf"
854411,Insulated (including enamelled or anodised) win,3357,"Nonferrous metal wire and cable, drawn and insulated"
854419,Insulated (including enamelled or anodised) win,3357,"Nonferrous metal wire and cable, drawn and insulated"
854420,Co-axial cable and other co-axial electric cond,3357,"Nonferrous metal wire and cable, drawn and insulated"
854430,Ignition wiring sets&oth wiring sets of a kind,3694,"Electrical starting and ignition equipment for internal combustion engines, and parts, nspf"
854441,"Electric conductors,for a voltage not exceeding",3357,"Nonferrous metal wire and cable, drawn and insulated"
854449,"Electric conductors, for a voltage not exceedin",3357,"Nonferrous metal wire and cable, drawn and insulated"
854451,"Electric conductors,for a voltage >80V but=<1,0",3357,"Nonferrous metal wire and cable, drawn and insulated"
854459,"Electric conductors, for a voltage >80V but not",3357,"Nonferrous metal wire and cable, drawn and insulated"
854460,"Electric conductors, for a voltage exceeding 1,",3357,"Nonferrous metal wire and cable, drawn and insulated"
